,scan_id,timepoint,peak1,peak2,peak5,peak6,peak1_norm,peak2_norm,peak5_norm,peak6_norm
168,5,-0.5,72562.45864057595,29949.216034564004,1912.6268518054308,3891.95039968323,0.9871995872811444,0.9854159070101395,0.9100500697801475,0.9852117958302454
169,5,0.0,72495.57613319144,29805.186104769735,1978.9503933081141,3897.3457490663845,0.9862896624395212,0.9806769053701291,0.9416075811240924,0.9865775793857969
170,5,0.5,72011.93474178146,29724.41741670913,1850.9326849757267,3855.9888954151743,0.9797098057073097,0.9780193817170423,0.8806952686722355,0.9761084685618476
171,5,1.0,72756.84302990323,29707.736903950412,1970.298755976111,3876.3615019867048,0.989844152976862,0.9774705445591495,0.9374910315994059,0.9812656083619115
172,5,1.5,71790.21675003211,29191.07089270772,1771.5292483698586,3720.344553286401,0.9766933711204948,0.9604707371016706,0.8429141913252649,0.9417713387994082
173,5,2.0,71715.08678722661,27101.216431606335,1571.8661590493211,3257.821563575009,0.9756712410870926,0.8917084754475189,0.747912174493202,0.8246878566092387
174,5,2.5,71163.27552773031,24278.777742189322,1347.942038168002,2693.756639687852,0.9681639451955608,0.7988420719362369,0.6413664770712811,0.681899958625506
175,5,3.0,71346.14585112857,22418.942205834046,1387.6499650640803,2536.2541476210113,0.9706518640335782,0.7376480987840811,0.6602599698654925,0.6420296372900798
176,5,3.5,68938.18797566078,20043.83637792835,1039.389463533207,2244.403906044152,0.9378920173389276,0.6595002413927672,0.49455357845899883,0.5681504068042977
177,5,4.0,69723.08860739604,18667.73247132373,1052.1548947802487,2048.8214021923313,0.9485704534644708,0.6142224392058249,0.5006275189070156,0.5186404773179119
178,5,4.5,68546.6435613049,15961.621676487879,945.740678756959,1788.8599175182742,0.9325651239081388,0.5251835601818946,0.4499943990037894,0.45283359519956057
179,5,5.0,68458.49255397807,14039.4377645089,940.9020321807067,1773.1083054955332,0.9313658448362635,0.46193814498047336,0.4476921147656468,0.4488462180815456
180,5,5.5,66796.12735369008,11862.414982346743,803.2277029489376,1616.0792948773976,0.9087496563776607,0.39030779322134124,0.38218506993563306,0.40909575426239425
