scan_pk,timepoint,scan_id,peak1,peak2,peak3,peak4,peak5,peak6,peak7,peak8,peak9,peak10,peak11,peak12,peak13,peak14,peak15
3,-3.0,3,92659.52544880901,41714.669415987555,6236.433879657962,4247.355638888622,4351.88969763912,5126.5077042862495,2148.796326948617,702.4340066283777,199.34501667759395,255.503739201902,916.5724597897855,102.26303394525405,405.73752864189095,383.9048724524699,207.3852749120522
3,-2.5,3,89762.8373478785,42270.20838978212,6159.362183032683,3888.7652241731444,3909.048834448378,5079.2145914259245,1990.9013322258672,562.3767763702223,100.68114955350777,163.70126882787312,793.490180051246,20.623382914383114,342.9974940094538,361.82235042140616,183.66340331549762
3,-2.0,3,91405.4126623023,42142.92500496485,6131.510377899428,4054.036642624994,4134.56063984597,5063.538891100724,2074.559014394462,604.5948820385437,125.70765967572808,213.02706819911313,814.2847842068605,76.87038390038185,363.248930524525,389.52690422658685,200.0587366741129
3,-1.5,3,91043.87764181562,42312.85504828972,6141.906364086904,4012.330602581192,4132.21832176882,5133.562637848297,1972.3637397981363,586.5705765237395,152.4024807458784,199.39519849006578,838.5757824931949,47.74692318110294,367.5072050018877,345.6889911968629,186.7123239603857
3,-1.0,3,90402.79325738545,42403.653913655864,6256.55259265691,4018.8826212109643,3986.802351137925,5171.373927528008,2073.2966513838915,579.339013285413,104.42827492743683,172.44212554548457,829.9883375518265,45.23504255493424,374.14652841281367,366.314664556179,195.386503058915
3,-0.5,3,91960.79694496597,41964.05558178908,6097.446653581806,4087.3704495760617,4170.161212732594,5179.708756757609,2076.5887558073273,662.4519228751645,192.82418368845327,198.47890237708324,876.9964178781537,27.266602111195994,413.4536898489782,420.7025360463029,196.28493353171805
3,0.0,3,91205.22326089475,42053.91993908868,6176.580532307736,4052.6131332696486,4052.9408548640763,5061.601286028772,1998.2714308687482,628.2879011032379,168.49073085896742,200.14842456698753,828.6348341035479,38.707079582401434,382.1538813188799,370.2659108803685,181.48513959041568
3,0.5,3,90616.09741966322,40632.40009006261,5954.930608173416,4271.756748737476,3807.983008485018,4663.707892329063,1890.7815844748718,715.2316974755305,206.5630348617437,194.21961408149386,686.4488304176944,134.77249039700507,435.1766011715269,399.5616006806545,189.57271215705126
3,1.0,3,90399.94035807032,39827.04022320526,6194.02556735583,4374.538639881759,3757.9220872092624,4518.706497100193,1891.7599593516168,723.2329497562788,243.34494287006686,238.1742395247633,628.8100119401546,147.72317372832242,426.409322964959,389.1360871506434,215.5488968470377
3,1.5,3,91298.3226056301,38888.72360243667,6243.451628974511,4539.062051150902,3906.9484133903907,4429.374790300569,1913.3952731291304,770.8705595196519,258.67035597043304,278.987289730543,612.6920366255696,187.69917737281446,440.1786623530772,405.26827171809515,244.30617215749865
